"X","timestamp","item_id","position","click","propensity_score","user_feature_0","user_feature_1","user_feature_2","user_feature_3","Agent"
2611,"2019-11-24 01:10:46.127376+00:00",13,2,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2614,"2019-11-24 01:10:52.320723+00:00",3,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2615,"2019-11-24 01:10:55.234605+00:00",3,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2616,"2019-11-24 01:10:56.063651+00:00",17,2,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2617,"2019-11-24 01:10:56.188630+00:00",11,1,0,0.0125,"81ce123cbb5bd8ce818f60fb3586bba5","03a5648a76832f83c859d46bc06cb64a","2723d2eb8bba04e0362098011fa3997b","9bde591ffaab8d54c457448e4dca6f53","Agent_217"
2619,"2019-11-24 01:10:57.650471+00:00",4,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2620,"2019-11-24 01:10:57.651961+00:00",19,2,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2621,"2019-11-24 01:10:57.684957+00:00",17,2,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2623,"2019-11-24 01:11:03.285671+00:00",11,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2628,"2019-11-24 01:11:08.507059+00:00",3,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2629,"2019-11-24 01:11:10.170482+00:00",3,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2630,"2019-11-24 01:11:11.827347+00:00",3,1,0,0.0125,"81ce123cbb5bd8ce818f60fb3586bba5","2d03db5543b14483e52d761760686b64","c2e4f76cdbabecd33b8c762aeef386b3","c39b0c7dd5d4eb9a18e7db6ba2f258f8","Agent_105"
2637,"2019-11-24 01:11:34.764961+00:00",12,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2638,"2019-11-24 01:11:34.764971+00:00",17,2,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2639,"2019-11-24 01:11:34.765837+00:00",4,3,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2650,"2019-11-24 01:11:42.468895+00:00",18,3,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2651,"2019-11-24 01:11:44.226139+00:00",18,3,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2655,"2019-11-24 01:11:49.789451+00:00",18,3,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2658,"2019-11-24 01:11:51.794151+00:00",12,1,0,0.0125,"81ce123cbb5bd8ce818f60fb3586bba5","03a5648a76832f83c859d46bc06cb64a","9b2d331c329ceb74d3dcfb48d8798c78","9bde591ffaab8d54c457448e4dca6f53","Agent_361"
2659,"2019-11-24 01:11:51.798248+00:00",17,2,0,0.0125,"81ce123cbb5bd8ce818f60fb3586bba5","03a5648a76832f83c859d46bc06cb64a","9b2d331c329ceb74d3dcfb48d8798c78","9bde591ffaab8d54c457448e4dca6f53","Agent_361"
2660,"2019-11-24 01:11:51.798697+00:00",4,3,0,0.0125,"81ce123cbb5bd8ce818f60fb3586bba5","03a5648a76832f83c859d46bc06cb64a","9b2d331c329ceb74d3dcfb48d8798c78","9bde591ffaab8d54c457448e4dca6f53","Agent_361"
2664,"2019-11-24 01:11:54.544619+00:00",4,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2677,"2019-11-24 01:12:02.132046+00:00",15,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2678,"2019-11-24 01:12:02.132046+00:00",4,3,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2682,"2019-11-24 01:12:05.578209+00:00",15,1,0,0.0125,"81ce123cbb5bd8ce818f60fb3586bba5","03a5648a76832f83c859d46bc06cb64a","2723d2eb8bba04e0362098011fa3997b","9bde591ffaab8d54c457448e4dca6f53","Agent_217"
2683,"2019-11-24 01:12:05.578514+00:00",4,3,0,0.0125,"81ce123cbb5bd8ce818f60fb3586bba5","03a5648a76832f83c859d46bc06cb64a","2723d2eb8bba04e0362098011fa3997b","9bde591ffaab8d54c457448e4dca6f53","Agent_217"
2684,"2019-11-24 01:12:05.852868+00:00",4,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2685,"2019-11-24 01:12:06.129236+00:00",4,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2686,"2019-11-24 01:12:06.940460+00:00",4,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2687,"2019-11-24 01:12:10.374354+00:00",13,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2688,"2019-11-24 01:12:11.198519+00:00",13,1,0,0.0125,"81ce123cbb5bd8ce818f60fb3586bba5","03a5648a76832f83c859d46bc06cb64a","9b2d331c329ceb74d3dcfb48d8798c78","9bde591ffaab8d54c457448e4dca6f53","Agent_361"
2689,"2019-11-24 01:12:11.207626+00:00",13,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2690,"2019-11-24 01:12:11.747357+00:00",13,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2698,"2019-11-24 01:12:25.085369+00:00",10,2,0,0.0125,"81ce123cbb5bd8ce818f60fb3586bba5","03a5648a76832f83c859d46bc06cb64a","2723d2eb8bba04e0362098011fa3997b","9bde591ffaab8d54c457448e4dca6f53","Agent_217"
2700,"2019-11-24 01:12:27.695635+00:00",10,2,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2701,"2019-11-24 01:12:27.911018+00:00",10,2,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2703,"2019-11-24 01:12:28.450265+00:00",9,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2704,"2019-11-24 01:12:31.156260+00:00",9,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2705,"2019-11-24 01:12:32.450897+00:00",9,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2706,"2019-11-24 01:12:38.346438+00:00",9,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2708,"2019-11-24 01:12:41.439956+00:00",4,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2709,"2019-11-24 01:12:41.553094+00:00",10,2,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2710,"2019-11-24 01:12:42.728532+00:00",5,1,0,0.0125,"81ce123cbb5bd8ce818f60fb3586bba5","03a5648a76832f83c859d46bc06cb64a","9b2d331c329ceb74d3dcfb48d8798c78","9bde591ffaab8d54c457448e4dca6f53","Agent_361"
2712,"2019-11-24 01:12:47.608454+00:00",5,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2713,"2019-11-24 01:12:47.668136+00:00",5,1,0,0.0125,"81ce123cbb5bd8ce818f60fb3586bba5","03a5648a76832f83c859d46bc06cb64a","302deff13f835d731df1c842eed95971","f97571b9c14a786aab269f0b427d2a85","Agent_721"
2722,"2019-11-24 01:13:19.234108+00:00",5,2,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2723,"2019-11-24 01:13:21.604415+00:00",5,2,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2729,"2019-11-24 01:13:58.739071+00:00",2,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2730,"2019-11-24 01:13:59.222940+00:00",14,3,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2731,"2019-11-24 01:14:01.501384+00:00",2,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2733,"2019-11-24 01:14:01.887942+00:00",2,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2734,"2019-11-24 01:14:02.792349+00:00",17,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2736,"2019-11-24 01:14:05.016052+00:00",18,3,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2738,"2019-11-24 01:14:05.628455+00:00",18,3,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2740,"2019-11-24 01:14:08.814935+00:00",17,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2741,"2019-11-24 01:14:10.020312+00:00",17,1,0,0.0125,"81ce123cbb5bd8ce818f60fb3586bba5","f1c2d6a32ec39249160cf784b63f4c6f","7bc94a2da491829b777c49c4b5e480f2","c39b0c7dd5d4eb9a18e7db6ba2f258f8","Agent_137"
2742,"2019-11-24 01:14:10.080137+00:00",17,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2747,"2019-11-24 01:14:14.874832+00:00",18,3,0,0.0125,"81ce123cbb5bd8ce818f60fb3586bba5","03a5648a76832f83c859d46bc06cb64a","2723d2eb8bba04e0362098011fa3997b","9bde591ffaab8d54c457448e4dca6f53","Agent_217"
2749,"2019-11-24 01:14:17.618733+00:00",9,3,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2750,"2019-11-24 01:14:18.539509+00:00",18,3,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2751,"2019-11-24 01:14:19.765439+00:00",9,3,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2752,"2019-11-24 01:14:20.982152+00:00",4,2,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2753,"2019-11-24 01:14:22.119651+00:00",4,2,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2755,"2019-11-24 01:14:25.299776+00:00",9,3,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2759,"2019-11-24 01:14:32.148599+00:00",12,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2761,"2019-11-24 01:14:33.384147+00:00",4,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2762,"2019-11-24 01:14:33.384662+00:00",19,2,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2764,"2019-11-24 01:14:34.062123+00:00",12,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2767,"2019-11-24 01:14:39.464837+00:00",12,1,0,0.0125,"81ce123cbb5bd8ce818f60fb3586bba5","03a5648a76832f83c859d46bc06cb64a","9b2d331c329ceb74d3dcfb48d8798c78","9bde591ffaab8d54c457448e4dca6f53","Agent_361"
2771,"2019-11-24 01:14:47.972674+00:00",14,3,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2774,"2019-11-24 01:14:51.229084+00:00",14,3,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2776,"2019-11-24 01:14:55.069746+00:00",15,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2777,"2019-11-24 01:14:55.070033+00:00",1,2,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2779,"2019-11-24 01:15:02.637109+00:00",9,3,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2780,"2019-11-24 01:15:02.963525+00:00",7,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2784,"2019-11-24 01:15:04.426432+00:00",14,3,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2786,"2019-11-24 01:15:05.708211+00:00",15,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2787,"2019-11-24 01:15:05.716760+00:00",1,2,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2790,"2019-11-24 01:15:08.359849+00:00",14,3,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2793,"2019-11-24 01:15:11.090324+00:00",7,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2794,"2019-11-24 01:15:11.324920+00:00",7,1,0,0.0125,"81ce123cbb5bd8ce818f60fb3586bba5","03a5648a76832f83c859d46bc06cb64a","9b2d331c329ceb74d3dcfb48d8798c78","9bde591ffaab8d54c457448e4dca6f53","Agent_361"
2795,"2019-11-24 01:15:11.847832+00:00",7,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2796,"2019-11-24 01:15:14.309561+00:00",8,3,0,0.0125,"81ce123cbb5bd8ce818f60fb3586bba5","03a5648a76832f83c859d46bc06cb64a","9b2d331c329ceb74d3dcfb48d8798c78","9bde591ffaab8d54c457448e4dca6f53","Agent_361"
2800,"2019-11-24 01:15:34.325785+00:00",14,3,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2801,"2019-11-24 01:15:34.385099+00:00",4,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2802,"2019-11-24 01:15:34.385947+00:00",19,2,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2805,"2019-11-24 01:16:01.179855+00:00",4,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2806,"2019-11-24 01:16:01.180896+00:00",19,2,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2807,"2019-11-24 01:16:12.300829+00:00",9,2,0,0.0125,"81ce123cbb5bd8ce818f60fb3586bba5","03a5648a76832f83c859d46bc06cb64a","2723d2eb8bba04e0362098011fa3997b","9bde591ffaab8d54c457448e4dca6f53","Agent_217"
2812,"2019-11-24 01:16:16.758352+00:00",14,3,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2815,"2019-11-24 01:16:20.987899+00:00",14,3,0,0.0125,"81ce123cbb5bd8ce818f60fb3586bba5","03a5648a76832f83c859d46bc06cb64a","9b2d331c329ceb74d3dcfb48d8798c78","9bde591ffaab8d54c457448e4dca6f53","Agent_361"
2816,"2019-11-24 01:16:21.938018+00:00",3,1,0,0.0125,"81ce123cbb5bd8ce818f60fb3586bba5","03a5648a76832f83c859d46bc06cb64a","9b2d331c329ceb74d3dcfb48d8798c78","9bde591ffaab8d54c457448e4dca6f53","Agent_361"
2817,"2019-11-24 01:16:21.939015+00:00",2,3,0,0.0125,"81ce123cbb5bd8ce818f60fb3586bba5","03a5648a76832f83c859d46bc06cb64a","9b2d331c329ceb74d3dcfb48d8798c78","9bde591ffaab8d54c457448e4dca6f53","Agent_361"
2826,"2019-11-24 01:16:34.293074+00:00",3,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2827,"2019-11-24 01:16:34.294408+00:00",2,3,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2830,"2019-11-24 01:16:35.559654+00:00",15,2,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2835,"2019-11-24 01:16:50.345959+00:00",4,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2836,"2019-11-24 01:16:50.346653+00:00",19,2,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2837,"2019-11-24 01:17:05.472202+00:00",4,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2838,"2019-11-24 01:17:05.472409+00:00",19,2,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2840,"2019-11-24 01:17:33.568821+00:00",4,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2841,"2019-11-24 01:17:33.569701+00:00",19,2,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2842,"2019-11-24 01:17:34.820396+00:00",4,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2844,"2019-11-24 01:17:43.585343+00:00",8,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2845,"2019-11-24 01:17:43.585580+00:00",3,3,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2846,"2019-11-24 01:17:44.462563+00:00",8,1,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2847,"2019-11-24 01:17:44.469065+00:00",3,3,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2849,"2019-11-24 01:17:47.408907+00:00",13,2,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2852,"2019-11-24 01:17:50.388675+00:00",13,2,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333","Agent_486"
2853,"2019-11-24 01:17:52.648412+00:00",8,1,0,0.0125,"81ce123cbb5bd8ce818f60fb3586bba5","03a5648a76832f83c859d46bc06cb64a","2723d2eb8bba04e0362098011fa3997b","9bde591ffaab8d54c457448e4dca6f53","Agent_217"
2854,"2019-11-24 01:17:52.648778+00:00",3,3,0,0.0125,"81ce123cbb5bd8ce818f60fb3586bba5","03a5648a76832f83c859d46bc06cb64a","2723d2eb8bba04e0362098011fa3997b","9bde591ffaab8d54c457448e4dca6f53","Agent_217"
